wind da,wind ac
42.41666341,56.01234906
39.89995701,53.77310563
39.47399273,50.14654734
40.77924108,54.46871703
42.13138458,50.00976982
43.80007034,42.19781938
43.38973778,39.08710774
50.89686975,37.42232991
46.27769745,25.93301809
38.54390558,21.54832154
28.83660948,15.06897495
21.9312986,13.35730197
20.41893001,8.95306577
22.45496112,7.397709953
29.64164289,4.451131346
39.43491344,12.71640158
44.21431084,19.3872367
45.23037243,29.91129001
45.89862832,38.46965493
48.15350346,42.17046387
50.98675212,47.73926296
54.9337606,73.17988198
61.7218336,85.74778225
73.39481809,106.0651061
87.98702568,115.6590723
100.3517136,114.4163508
107.8979249,130.5600063
108.2105592,136.6954551
105.185822,118.9417328
100.664348,127.1718316
93.67697057,131.1344718
124.83489,125.053734
121.8922193,126.5035758
115.4871234,112.47411
107.0850756,116.5774356
99.62874673,103.6070186
89.47203877,98.66348822
77.24022041,97.27226543
65.32494431,90.38258627
55.02364297,76.50162179
46.92641369,57.40357185
39.35284693,36.0428309
33.83485091,23.75630154
31.67376607,20.1102036
30.2317402,20.06721638
26.59345813,20.53225996
22.71679237,26.86701317
19.44194771,25.22568291
16.24526164,17.33557388
13.65821251,12.03251397
11.28219157,11.32517879
8.339520888,10.62565946
5.857985853,8.405955684
4.419867912,5.760287624
3.833678534,2.688655282
3.548399703,2.434639884
2.626128415,2.372113017
2.403376451,1.961780453
3.091171988,1.801555356
5.689944898,2.30958615
9.19535738,4.306537966
13.00949627,9.203173239
18.41416234,16.85880652
26.92954004,35.20653406
38.22345539,53.78482942
47.62202509,71.31579976
58.3610145,63.48430966
76.58759623,71.64406581
99.71472117,84.64965415
117.7537223,102.9074993
133.8074954,95.95529329
154.5195201,125.7806089
170.6358201,168.8381727
175.1768338,178.9401696
162.1556137,184.051741
133.8074954,153.8512642
105.2209934,125.5226855
80.17898316,84.66919379
58.6423854,48.81394349
56.06315214,30.76321857
53.93333073,26.58173434
62.58548595,28.63730509
78.97143304,43.63593732
104.0564305,59.97889718
123.9048028,72.56242917
131.2438939,84.45425769
130.7671265,95.92793779
130.3411622,95.3143929
132.7015514,90.52327172
133.5964672,81.70307554
129.9230138,83.96185861
124.4050178,74.00836297
119.9030834,89.99960921
111.5205752,91.31658134
103.313924,85.04044707
99.8397749,92.52413146
98.82762124,93.07905741
98.10465434,87.98311775
96.2249404,88.20196178
92.12943061,88.91711282
86.50982844,78.30317715
80.31576068,77.32228692
75.77083903,73.44952909
90.49591621,78.09996483
91.25405448,82.36351557
88.7803353,79.36222596
86.65832975,72.78908906
86.99441166,79.6631365
88.30747587,86.70131697
90.15201845,103.9665481
93.7746688,108.8592755
100.7972176,110.4068154
110.598304,118.6994412
112.7554809,138.4071281
106.3777404,115.4089648
105.135019,100.441596
109.0820274,124.6394935
113.0094963,143.3311188
120.2274415,132.9985541
135.2964164,125.0732737
149.6658721,131.7558326
155.8794795,147.7705264
158.2320528,148.3098206
163.3514401,157.1612802
173.5003322,215.2487397
186.9084372,224.6355856
204.0955098,237.8639259
208.7967486,238.6103404
226.9803431,240.0328266
247.5477744,255.3206456
264.3831334,274.8485677
275.716128,292.3131033
282.9926922,299.3669155
289.0929696,307.9057407
293.2744539,318.8244949
293.7316816,308.8084724
291.996561,305.0568604
288.7529798,301.1254836
283.555434,287.858064
276.9940209,283.3678534
269.6392981,281.2028606
261.7687288,270.0535386
254.6992848,252.151315
252.6358982,247.2820352
254.7735355,230.9898785
258.3023956,254.0622924
263.0974247,259.9710813
267.271093,264.8638087
270.4912267,267.6853335
272.6601274,251.0766345
273.0274727,243.1826175
265.1529954,280.0969166
269.1039118,289.5501974
271.3392473,293.0946891
272.6093243,292.9774512
273.508148,284.0009379
272.3787565,290.7890109
269.1703466,298.6048693
268.486459,296.3851655
270.2450272,276.0912892
271.8590019,274.1959436
272.5428895,286.7990152
272.1169252,278.5142053
269.2172418,289.8042127
266.5090469,282.7504006
269.1351753,289.1984837
272.8946031,291.2462386
275.880261,292.328735
278.697878,288.4794248
280.464262,299.9179335
283.0747587,295.1385361
287.4672711,299.667826
291.3204893,314.627379
294.8806128,316.6047911
299.4020868,314.2639415
304.6426199,318.6603619
307.7767791,316.6907656
309.3751221,308.1284927
310.1098128,296.0412677
309.7190199,311.3564422
306.4480832,303.0130134
296.6079175,286.7638438
283.610145,256.8095666
275.6184298,241.0957833
271.0735081,249.501739
268.6584079,252.9485326
272.1052015,272.7109305
279.3075149,279.7256634
282.1993825,288.4989644
276.708742,286.5098284
266.0908984,292.3248271
257.341045,251.0610028
249.6971355,199.9804604
232.0997304,183.9735824
203.64219,254.9611161
177.4238931,269.8815897
166.3644535,279.5341748
168.9515026,288.0026574
173.3088436,293.2080191
275.1807417,269.2875845
254.74618,232.9321193
216.5188167,179.1668295
167.4703974,122.1110633
121.8765876,94.48200399
82.19156669,71.79256712
57.54034937,61.65149087
50.92422525,52.74532025
54.03884482,53.73402634
56.17257415,50.87342217
47.96201493,43.08882723
38.11403337,25.43280316
37.6216343,20.21180976
40.93165032,18.59001915
42.63159952,23.01379499
46.7935441,17.37074524
55.66454336,13.95912306
65.21552229,6.530149674
72.95322209,8.792840674
77.67400055,18.56266364
80.94493728,27.80100825
84.78643167,49.81828129
87.29532221,79.51072727
86.81073899,101.4850131
70.47950291,113.4471843
86.4512095,136.2616749
102.6378522,130.2043847
119.2309195,140.5486733
131.7480167,134.9642424
134.5265544,149.5095549
130.2708195,142.0610419
125.1006292,134.7883856
121.0012115,117.3433897
115.9013639,90.55062722
101.102036,70.44823948
76.85724335,61.31931689
53.92160694,48.32936027
36.94556255,32.26386338
23.48665442,14.19750674
14.79151198,7.70252843
9.890968776,7.507131971
6.59658447,12.81019188
5.951776154,12.54836062
7.972175544,17.56223377
12.52882098,37.92645277
17.92567119,31.78709602
23.40849584,38.34069327
30.2317402,71.84727813
120.4501934,104.0955098
137.0823401,125.7298058
149.7518465,132.0997304
157.231623,127.0702255
156.4461292,138.9737778
148.2199383,124.5261636
137.6763453,128.0823791
127.1366603,103.0051975
120.0359529,92.46942045
115.2604635,80.05783735
102.0555708,66.04400328
81.97272265,45.00371253
71.44866935,47.30939075
70.18640822,54.82043065
71.97623979,38.65723553
82.70350541,42.76446911
106.5067021,66.63800852
132.1270859,104.1072336
151.8621283,115.9404432
160.0883192,108.5036539
152.8391106,116.3234202
135.9451327,104.1893001
113.0016804,77.76388292
84.53241627,59.06053382
35.42928602,45.89081246
25.27257806,28.67638438
18.17577865,17.97256634
13.2283403,14.73289304
11.77459064,10.17624761
14.94782915,9.140646371
21.54050569,8.675602798
27.65250694,6.877955371
31.21653836,10.04337801
32.95165892,17.37465317
32.67028801,18.99253586
30.25518778,20.62605026
27.63687522,18.31646411
27.14056821,19.74285826
28.98511079,19.74285826
34.7571222,21.11844933
43.54605495,26.69115636
56.3523389,31.78318809
73.6918207,62.63628903
90.59361444,86.87326586
105.7133925,135.7380124
119.4106843,151.2759389
130.7085076,161.1747235
140.0758138,156.4773926
169.3970065,163.0466216
174.9071867,177.7326195
176.0678417,180.0304818
174.6375396,169.9949197
174.0396264,167.8377428
172.6405878,175.5090078
168.3926687,171.0148892
158.1929735,164.2502638
143.9407558,142.6433233
128.5083434,121.7671656
105.3108758,108.0268866
81.32009848,77.22068076
65.88377819,69.65492985
58.82605807,70.40916019
56.41095783,73.98882332
57.008871,70.27629059
64.46910782,83.99702997
75.10649107,73.59412247
80.73000117,83.66876392
82.79338778,101.6491461
89.77685724,105.8814334
98.98393841,123.5765368
104.9005432,165.0592051
113.3260385,191.7308218
160.6432451,194.4585564
173.4886084,166.0127398
183.4108406,177.7482512
191.6448474,178.3813357
195.9865567,235.0580327
192.6335535,236.4101762
183.2623393,225.5187776
169.4751651,209.5978741
153.6675915,203.1302513
136.1092657,152.0731564
116.4680136,121.3724647
99.32783618,104.0603384
86.31052405,100.6291766
74.01617883,80.77298839
61.70229395,60.29543945
56.46176091,54.26550471
63.17167533,46.26206573
72.50381023,43.08882723
71.89417328,44.84739537
64.13693384,40.9160186
54.64066591,46.29332916
43.83524171,53.10484974
32.7758021,53.87471179
22.02899683,60.04142405
41.79530267,61.65149087
38.70803861,71.20246981
37.03544492,74.72742194
37.66071359,98.77681816
40.26339443,113.9239517
45.87908867,88.97963969
55.3753566,120.8527101
71.76130369,177.4590644
100.7854938,201.6999492
134.4718434,212.8180077
162.0735472,247.2156005
187.2054398,259.3536285
215.0767908,265.5750518
238.9972254,271.4408535
251.9793661,283.055219
257.5012701,270.7921372
256.5399195,239.0792919
248.7748642,238.6572355
237.8404783,224.8817851
226.3394427,206.0025792
212.6108875,178.7056939
197.127672,137.750596
180.2024307,129.7862363
157.9741295,110.3872758
143.3897378,117.3629294
161.5694244,153.3354176
202.1220055,167.5602798
239.2590566,226.8513815
256.9893314,263.8633788
266.0635429,284.2275978
273.9692837,302.8098011
275.5285474,306.9834695
270.4013443,301.4263942
264.0431435,285.0560788
262.2728516,288.9249287
266.3957169,273.7348079
271.249365,250.4748134
275.7278518,272.1599125
274.5476572,251.6628239
265.9384892,214.3968111
253.5972488,199.835867
238.9581461,189.2766423
218.9808121,196.2093087
200.5353863,175.6106139
190.6014303,207.7181601
189.4290515,213.13455
186.7247645,182.8324671
172.0035953,183.9540428
166.3019266,166.3136504
157.0401344,130.1184103
142.1313846,115.3933331
120.6221423,96.6665364
96.23275626,72.57024503
70.44433155,70.21376373
48.08706866,52.27636875
36.78142952,47.958107
40.56430497,39.73582399
58.06791981,27.89870648
79.28015944,24.13537067
96.20149283,39.76317949
112.4115831,63.33190043
126.2026652,92.770331
136.2773067,83.28578686
148.9898003,80.09691664
164.5511743,92.59447419
177.5684865,100.66044
185.5680175,126.6520771
189.8472,143.6046739
188.9132049,158.7127281
184.6965493,155.6489116
178.4165071,137.9225448
165.5398804,128.6568447
147.8056978,135.4918129
138.0710462,128.8522412
129.1844152,129.0320059
119.4185001,91.81679628
111.094611,85.69697917
106.2565946,90.74993161
105.572707,78.92062996
104.5292899,70.30755403
100.9496268,50.91640939
88.88194146,44.88647466
67.60326703,36.68763922
51.72925867,26.75368322
43.70237211,22.32990738
39.68502091,24.93258822
36.22259565,22.14623471
32.48661534,20.77064364
32.06455899,28.77799054
38.37977256,31.99030834
46.16045957,41.93989605
52.65152995,45.58599398
57.57942866,49.44312009
61.54597679,54.72664035
64.32842237,63.60154754
63.7031537,64.26198757
59.31454922,60.26417601
52.39360663,50.9711204
44.29246942,45.4414006
36.92993083,42.09621322
30.91562781,29.67290633
26.26128415,23.61952401
21.96256204,14.28738911
17.92567119,10.80151628
13.8301614,6.54968932
9.765915042,2.544061902
7.417249599,1.598343038
7.89792489,1.92660909
10.38727578,2.473719176
12.92352183,5.111571378
15.51838681,12.63433507
19.21528782,21.64601977
23.78365704,46.90296612
26.9373559,53.87861972
29.73543319,59.93981789
33.16268709,47.23123217
33.41670249,32.81488139
30.42322873,35.319864
27.25389816,26.6833405
22.24393294,28.89522842
24.55351909,34.89780765
26.48012818,24.65512525
28.31294697,37.77013561
29.11798038,41.59599828
33.29946461,52.45222557
44.99198875,107.9956231
63.97280081,137.0159053
89.42514362,170.9054672
114.1779671,213.4432764
135.3902067,235.7380124
156.8251983,213.576146
181.179413,201.9266091
205.0803079,203.7672437
215.7255071,222.681621
206.6122162,186.7638438
190.3825863,186.2206417
183.3600375,165.8642385
183.9501348,128.0003126
182.4143187,137.086248
180.5854078,164.8559928
181.347454,141.3693384
181.621009,174.9697135
181.1598734,239.6732971
181.5389425,257.5129939
222.7207003,276.3374888
224.4323733,266.0440033
217.3590215,244.2924694
207.1358787,219.1214975
192.825042,208.8670913
172.8242604,182.1407636
146.9733088,135.4566415
117.6638399,74.5085779
90.25753253,56.88381727
67.04443315,91.00394701
74.81339638,130.3098988
143.6359373,150.5412482
220.1610067,224.3229513
248.4622299,260.3306108
245.0975028,244.8864747
238.6025245,226.8083942
235.7731838,208.1206769
241.443589,165.4382743
253.0227832,241.885185
257.0831217,264.23854
248.7904959,253.5933409
234.1904725,263.8125757
217.0385713,243.0731955
198.9722146,234.2529993
206.3347532,226.0893353
187.4907187,214.8384071
168.6701317,188.2683966
150.7952636,161.9055063
132.6859197,134.8587284
113.6035015,96.28746727
93.47766618,85.85329634
78.74086522,80.05783735
70.91328305,95.26358982
67.54855602,59.29500957
59.75614522,34.72585877
49.55254211,18.03900113
46.3245926,26.58564227
46.80917582,22.85747782
46.7935441,10.92657001
45.30853101,14.36163977
41.68197272,21.29039822
40.80659658,33.01027785
44.49177381,54.60158662
51.44007191,65.72746102
58.39618586,77.17378561
63.52338896,74.38352417
67.74395248,84.24322951
72.02313494,79.64750479
46.5121732,92.07471961
44.69889406,83.40302474
41.19348157,84.77470788
36.80096917,74.03181054
33.30728047,54.9337606
31.73238501,44.5972879
30.63425691,53.99194967
29.65336668,56.80565868
28.5044355,46.93813748
27.78537653,46.41447497
25.51486967,30.31771464
22.37680253,16.29606472
22.50967212,13.69338388
22.10324749,24.83098206
19.16839267,14.82277541
15.94825902,10.16452382
10.9382938,6.967837743
6.100277463,6.033842667
3.923560905,3.841494392
2.657391848,9.883152917
1.957872523,14.30302083
1.887529798,16.48364532
2.520614326,15.08069874
4.259642815,8.636523506
4.087693931,6.651295479
5.326507484,8.101137207
7.096799406,9.644769237
11.0320841,8.362968463
17.29649459,8.226190941
23.56872093,11.65735277
29.90347415,14.82277541
37.19176209,20.04376881
43.90949236,35.16745477
44.20258705,44.86693501
42.78400875,38.63769588
47.29375904,42.8973387
58.84168979,42.59642815
74.59846028,56.59853843
91.72300598,74.63753957
112.1731994,97.75684865
136.2186877,130.9273516
156.4226816,146.2229864
169.0843722,161.8937825
173.7660714,171.3353394
172.1442807,156.9385283
170.1785924,167.0796045
172.0114112,143.2177889
178.0178983,131.7792802
160.815194,122.3689867
160.8542733,95.02911407
152.6632537,63.0466216
141.0176248,49.86126851
129.4931416,37.68416116
118.1914104,35.15573098
107.8080425,28.50834343
98.31568252,23.02942671
87.91277502,18.53921607
76.10301301,12.73594122
64.46910782,11.17276955
55.17996014,9.38684591
47.61811716,8.738129665
41.38887803,7.835398023
36.11317363,5.365586776
32.32248232,6.948298097
31.43147446,8.628707648
32.80706554,6.827152292
36.23822736,9.38684591
41.13877057,13.95912306
45.79311423,12.27871351
51.40490054,15.81929735
57.79045684,24.1392786
62.14388995,26.83184181
37.01199734,29.6689984
41.50220798,29.72370941
42.63941537,27.58216421
43.75317519,24.98729923
46.6059635,24.08456759
48.38016335,22.66989722
48.56383602,24.10801516
49.31415843,23.01770292
51.51823049,24.33467506
54.94157646,24.33076713
59.01363867,23.63906366
62.45652429,23.17011216
65.26241744,23.29125796
66.66927195,24.89741686
67.41568643,25.60865997
70.26847474,21.95083825
74.45777483,23.33815311
80.1711673,25.28039392
86.80292313,23.29907382
90.3200594,23.84227598
92.16069405,20.57524718
94.68130837,20.0164133
94.4038454,19.44585564
89.76513346,19.47711907
52.23728946,20.53225996
53.86689593,23.17402009
55.64500371,23.37332448
57.42311149,22.20094572
58.38055414,24.50271601
58.72054398,22.84575403
59.17386377,23.33033725
61.76482082,24.56524288
66.29801868,34.1943804
68.11520575,52.8312947
65.68056587,45.12095041
59.96717339,43.5265153
55.36754074,33.15877916
56.05924421,28.77017468
62.53468287,38.55172144
70.37789675,39.11055532
77.93973973,83.20762828
92.18804955,106.3542929
112.1849232,130.5560983
129.5439447,144.2182188
138.4344836,160.2055571
140.1109852,134.1709328
137.9381766,150.111376
137.9850717,129.246942
158.3531986,117.9452108
159.5021298,127.0897651
163.628903,142.8113643
170.0496307,150.6311306
176.6696627,152.6710696
179.2176326,141.279456
177.6114737,149.7752941
172.7304701,152.5108445
162.2845754,137.4418696
138.7353941,131.8652546
119.0746024,134.6320685
117.2339677,116.1631951
118.6369143,116.7923717
114.1467037,118.2500293
106.4441752,110.7155418
99.06209699,107.6595412
92.62182969,104.5996327
85.99398179,97.5770839
80.61667123,75.2041893
78.38524366,69.93630075
75.21591309,53.04232287
67.86900621,38.21954746
58.07182774,28.88741256
47.51260307,22.92391262
31.31814452,32.96729063
25.74152956,31.07976083
22.18140607,33.7254289
19.84446442,33.86611435
19.00816757,40.01719489
19.63343624,44.09316503
21.24350307,48.0518973
22.75587166,58.46262066
23.93215835,65.64930243
23.59998437,58.85732151
23.16620423,36.66419164
26.54656298,26.96861933
30.13404197,31.97467662
32.11536207,45.48438782
34.04197116,40.94337411
36.8595881,31.64250264
40.25167064,34.92125523
47.516511,41.4514049
63.05834538,73.67618899
80.04611356,102.9074993
88.85458595,118.7346125
92.03954824,121.9977334
91.7386377,123.6625112
87.38129665,108.7029583
95.96701708,103.3998984
98.07729884,104.6230802
102.4190082,101.8015554
106.9209426,98.97612255
112.1927391,106.7099144
115.2917269,123.4749306
117.5622338,132.9868303
124.6512173,122.9473602
135.8786979,152.3506194
135.8552503,143.8938606
129.8604869,152.1395912
137.1526828,172.4412834
152.3310798,181.8828403
167.3414358,172.4959944
177.0917191,168.1855485
180.3079448,181.4529681
177.9084763,191.9105866
175.9623276,186.9162531
178.0178983,193.5245613
180.1242721,199.4138106
180.5814999,201.5866193
177.3301028,202.6300363
170.5263981,205.18973
165.4773536,190.4060338
182.3635156,201.3521435
177.7560671,211.9348157
173.3205674,197.1120403
169.1078198,187.0686623
167.2476455,203.6695455
166.4230724,193.5753644
163.6249951,166.6966275
159.5685646,185.0678026
157.341045,167.6110829
139.9507601,143.1865255
118.7463363,118.9925359
119.4458556,134.0576029
130.3763336,168.4122084
136.3242018,173.898941
132.4397202,160.8386416
125.0302865,151.0297393
121.5444136,128.6529368
122.3689867,119.6295283
123.9673297,133.8622064
126.2691,171.4838407
127.0116065,172.8164446
127.5860721,153.4565634
131.5291727,163.6406268
139.5834147,190.4412052
163.9806167,186.369143
157.4700066,153.257259
149.9316112,136.1014498
142.5339013,147.0123881
139.9663918,147.0866388
147.239048,160.0648716
158.0288405,181.6327328
165.8759623,175.7473915
173.5198718,181.9375513
173.8325062,186.0291532
164.461292,156.8955411
162.1087186,169.1547149
167.548556,180.0109422
172.3318613,206.0455665
173.2971199,216.2608934
173.1681582,231.5604361
178.8151159,232.3732854
191.6174919,237.3676189
207.061628,217.3160342
220.4853648,236.2694908
229.0515456,276.3413967
233.1040682,262.4135371
230.8374692,278.0804252
224.5300715,226.5387471
231.0055102,235.1909023
225.8861229,249.2164602
220.4384697,249.3415139
218.0077377,239.5873227
218.1327914,251.5885732
220.4072062,244.6011958
225.6242917,262.968463
232.9790144,261.3036852
238.6259721,261.8390715
241.6897886,233.2017664
242.6315995,250.6467623
239.7553636,245.6055336
233.5144007,246.5747001
225.3546446,242.8191801
216.9838603,226.491852
208.8241041,205.4711009
199.5115089,210.8093321
191.4846223,195.0994568
184.3409277,164.6332408
175.4230333,148.5130329
166.6966275,151.6901794
160.0140685,142.6315995
156.0553363,117.7654461
154.1795303,111.8019461
140.1266169,153.3432334
141.6507093,176.59932
144.0892571,170.2137637
145.5156513,176.5797804
149.7831099,199.6013912
161.5577006,175.5363633
176.6423072,199.4138106
190.234085,205.463285
199.5701278,201.2739849
206.6161241,200.6956114
212.1731994,215.1588573
215.1275939,209.1992653
215.6473485,204.2322873
214.0529134,192.7937786
210.1957873,176.2827778
205.7524718,199.6600102
203.7867834,209.765915
203.587479,226.6638009
204.8458322,249.4821994
199.5193247,239.7827191
183.9853062,206.9756536
167.4078706,193.9192622
162.9958185,199.4646137
167.5172926,210.4341709
181.1286099,233.1431474
188.8663097,227.2187268
191.1290007,227.0624096
189.9253586,219.8952675
185.5914651,203.7242565
179.6201493,198.7103834
172.6640353,190.5897065
168.7912775,195.0095744
172.0700301,177.2597601
169.4868889,179.8429012
169.1625308,177.7091719
181.288835,170.1668686
194.4194771,175.2041893
198.456368,176.2554223
191.4494509,173.3948181
176.7243738,151.1860565
163.3436242,147.2116925
158.8612294,131.9746766
157.4660987,150.771816
160.1039509,174.3288132
168.6584079,189.3665247
177.7716988,193.8059322
182.1329478,193.7434054
179.3426863,188.8936652
160.7995623,169.7682598
149.5838055,172.5507054
141.0176248,200.1133299
136.4453476,188.7178084
140.9824534,196.799406
157.6966665,239.4349134
180.9293056,255.9420063
201.0356012,260.2250967
209.0468561,268.2597991
206.2096995,253.4174841
200.6917035,230.8726406
207.7298839,222.7754113
226.433233,220.4345617
237.1526828,247.6571965
235.8982375,267.0170777
230.7593106,243.6906483
229.6963539,253.7066708
225.4288952,249.4274884
217.6911954,207.4250655
208.3395209,197.7255852
